direction,group,area,type,vendor_name,normalized_name,slug,official_site,logo,logo_source_url,status,confidence,source,notes
Освещение,Освещение,Освещение,Освещение,FEREKS,FEREKS,fereks,https://fereks.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Освещение,Освещение,Освещение,Освещение,LEDEL,LEDEL,ledel,https://ledel.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Освещение,Освещение,Освещение,Освещение,Navigator,Navigator,navigator,https://navigator-light.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Плитка / керамогранит,Плитка / керамогранит,Плитка / керамогранит,Плитка / керамогранит,KERAMA MARAZZI,KERAMA MARAZZI,kerama-marazzi,https://kerama-marazzi.com/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Плитка / отделочные материалы,Плитка / отделочные материалы,Плитка / отделочные материалы,Плитка / отделочные материалы,Unitile,Unitile,unitile,https://unitile.ru/partners/style_guidelines/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Промышленная автоматизация,Промышленная автоматизация,Промышленная автоматизация,Промышленная автоматизация,ONI,ONI,oni,https://oni-system.com/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Сантехника,Сантехника,Сантехника,Сантехника,Sanita,Sanita,sanita,https://sanita.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Сантехника,Сантехника,Сантехника,Сантехника,Santeri,Santeri,santeri,https://santeri.su/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Сантехническая арматура,Сантехническая арматура,Сантехническая арматура,Сантехническая арматура,ANI Plast,ANI Plast,ani-plast,https://www.aniplast.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Сантехническая керамика,Сантехническая керамика,Сантехническая керамика,Сантехническая керамика,Roca,Roca,roca,https://www.roca.com/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Сантехническая керамика,Сантехническая керамика,Сантехническая керамика,Сантехническая керамика,Santek,Santek,santek,https://santek.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Слаботочные сети и связь,Периметральная охрана / охранное освещение,Системы безопасности,Периметральная охрана и охранное освещение,Заря,Заря / Импэкс-Групп,zarya-impeks,https://impeks-group.ru/catalog/ohrannoe-osveshenie/,,,manual_review_needed,high,official_impeks_product_logo_fix_20260703,Official product logo from the Impeks-Group site. Used for security lighting instead of the unreadable white-on-transparent company logo.
Слаботочные сети и связь,Периметральная охрана / охранное освещение,Системы безопасности,Периметральная охрана и охранное освещение,СОП Точка,СОП Точка / Импэкс-Групп,tochka-impeks,https://impeks-group.ru/catalog/ohrana-perimetra/tochka/,,,manual_review_needed,high,official_impeks_product_logo_fix_20260703,Official product logo from the Impeks-Group site. Used instead of the unreadable white-on-transparent company logo for perimeter security cards.
Слаботочные сети и связь,СКУД,Системы контроля и управления доступом,СКУД и запирающие устройства,Dormakaba,Dormakaba,dormakaba,https://www.dormakaba.com/ru-ru,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Слаботочные сети и связь,Системы контроля и управления доступом,Автоматическая выдача ключей,Системы автоматической выдачи ключей,KeyGuard,KeyGuard,keyguard,https://keyguard.ru/,assets/img/logos/approved-top/keyguard.png,https://keyguard.ru/,logo_ready,high,approved_top_logo_batch_20260729,Approved top-brand asset supplied in SITE NEW LOGO.zip.
Слаботочные сети и связь,Системы сбора и обработки информации,ССОИ,"ССОИ, программно-аппаратные комплексы",Бастион-3 / ЕС-Пром,Бастион-3 / ЕС-Пром,bastion-3-es-prom,https://www.trevog.net/,,,manual_review_needed,high,official_p1_vendor_hint_batch_20260703,Official ЕС-Пром site publishes this Бастион-3 logo; catalog hint covers SSOI / software-hardware complexes.
Слаботочные сети и связь,Слаботочные сети и связь,Видеонаблюдение и сетевое оборудование,Активное оборудование ЛВС,Eltex,Eltex,eltex,https://eltex.ru/,assets/img/logos/approved-top/eltex.png,https://eltex.ru/,logo_ready,high,approved_top_logo_batch_20260729,Approved top-brand asset supplied in SITE NEW LOGO.zip.
Слаботочные сети и связь,Слаботочные сети и связь,Кабельные сети и ВОЛС,Волоконно-оптический кабель,Интегра Кабель,Интегра Кабель,integra-kabel,https://intg.ru/,,,manual_review_needed,high,official_site_asset,"Волоконно-оптический кабель для грунта, канализации, труб, подвеса и объектных сетей связи."
Слаботочные сети и связь,Слаботочные сети и связь,Слаботочные сети и связь,"""Securika Moscow 2026""","ООО НПП ""МАГНИТО-КОНТАКТ""","ООО НПП ""МАГНИТО-КОНТАКТ""",ooo-npp-magnito-kontakt,https://m-kontakt.ru/,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: ""Securika Moscow 2026"", row 16. Logo source: official site."
Слаботочные системы / аудио,Слаботочные системы / аудио,Слаботочные системы / аудио,Слаботочные системы / аудио,Ecler,Ecler,ecler,https://www.ecler.com/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Слаботочные системы / видеонаблюдение,Слаботочные системы / видеонаблюдение,Слаботочные системы / видеонаблюдение,Слаботочные системы / видеонаблюдение,IDIS,IDIS,idis,https://www.idisglobal.com/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Слаботочные системы / корпоративная связь,Слаботочные системы / корпоративная связь,Слаботочные системы / корпоративная связь,Слаботочные системы / корпоративная связь,IVA,IVA,iva,https://iva.ru/ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Слаботочные системы / электронная очередь,Слаботочные системы / электронная очередь,Слаботочные системы / электронная очередь,Слаботочные системы / электронная очередь,Альфаматика,Альфаматика,alfamatika,https://alphamatica.ru/aboutPage,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Строительные материалы,Конструктивные решения,Металл,Муфты обжимные для арматуры,RECO,RECO,reco,https://recorus.ru/,,,manual_review_needed,high,codex_p1_metal_vendor_fill_20260703,Official RECO page is dedicated to compression rebar couplers and positions the company as a manufacturer. Official SVG logo is used as-is; mapped only to compression rebar couplers.
Строительные материалы,Конструктивные решения,Металл,Сетка,ЗМС,ЗМС,zms-setka,https://zms-setka.ru/,,,manual_review_needed,medium,codex_p1_metal_vendor_fill_20260703,Official product page states welded reinforcing/road/masonry mesh from manufacturer ZMS. Official site logo is used as-is; mapped only to the mesh product group.
Строительные материалы,Конструктивные решения,Стены / кладочные материалы,Газобетонные блоки,Bonolit,Bonolit,bonolit,https://bonolit.ru/,,,manual_review_needed,high,codex_p2_masonry_vendor_fill_20260703,Official Bonolit site identifies the company as a gas concrete plant/manufacturer. Official header logo is used as-is and mapped only to aerated concrete blocks.
Строительные материалы,Конструктивные решения,Стены / кладочные материалы,Пеноблоки,Пеноблок.Ру,Пеноблок.Ру,penoblok-ru,https://www.penoblok.ru/,,,manual_review_needed,medium,codex_p2_masonry_vendor_fill_20260703,Official Penoblok.Ru site positions the company as a certified foam block manufacturer. Official site logo contains a tagline and is used as-is; mapped only to foam blocks.
Строительные смеси,Строительные смеси,Строительные смеси,Строительные смеси,Bergauf,Bergauf,bergauf,https://bergauf.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Строительные смеси,Строительные смеси,Строительные смеси,Строительные смеси,GLIMS,GLIMS,glims,https://glims.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ТХ оборудование,Технологическое оборудование,Библиотечное оборудование / стеллажи,Библиотечное оборудование; Стеллажи,Ярус,Ярус,yarus,https://www.yarus.info/,,,manual_review_needed,high,official_p2_tx_storage_security_sport_20260703,"Official Ярус site title identifies production of shelving equipment, including library shelving."
ТХ оборудование,Технологическое оборудование,Досмотровое оборудование,Турникеты; СКУД; системы контроля доступа,PERCo,PERCo,perco,https://www.perco.ru/,,,manual_review_needed,high,official_p2_tx_storage_security_sport_20260703,Official PERCo site identifies security systems and equipment; catalog contains turnstiles and access-control equipment.
ТХ оборудование,Технологическое оборудование,Досмотровое оборудование,Металлодетекторы; досмотровое оборудование; турникеты,БЛОКПОСТ,БЛОКПОСТ,blokpost,https://detektor-rf.ru/,,,manual_review_needed,high,official_p2_tx_storage_security_sport_20260703,Official БЛОКПОСТ site title identifies inspection equipment from the manufacturer; logo extracted from official SVG sprite.
ТХ оборудование,Технологическое оборудование,Медицинские газы и оборудование,Medical equipment,B. Braun,B. Braun,b-braun,https://www.bbraun.com/,,,manual_review_needed,high,codex_medical_p1_vendors_20260703,Official B. Braun site describes it as a medical technology company; official SVG logo from bbraun.com. Mapped to infusion therapy and general medical equipment.
ТХ оборудование,Технологическое оборудование,Медицинские газы и оборудование,Медицинская визуализация и диагностика,FUJIFILM,FUJIFILM,fujifilm,https://www.fujifilm.com/us/en/healthcare,,,manual_review_needed,high,codex_medical_japan_vendors_20260702,Official SVG logo from Fujifilm site header; mapped to medical visualization and diagnostics.
ТХ оборудование,Технологическое оборудование,Медицинские газы и оборудование,Medical equipment,Mindray,Mindray,mindray,https://www.mindray.com/en,,,manual_review_needed,high,codex_medical_p1_vendors_20260703,"Official Mindray site title identifies the company as a medical technology and solutions supplier; logo source is official organization-logo.png from mindray.com. Mapped to monitoring, anesthesia/intensive care, infusion and visualization groups."
ТХ оборудование,Технологическое оборудование,Медицинские газы и оборудование,Медицинская визуализация и диагностика,Olympus,Olympus,olympus,https://www.olympus-global.com/products/medical/,,,manual_review_needed,high,codex_medical_japan_vendors_20260702,Official PNG corporate logo from olympus-global.com; medical product page is the verified source context.
ТХ оборудование,Технологическое оборудование,Медицинские газы и оборудование,Медицинская визуализация и диагностика,PENTAX Medical,PENTAX Medical,pentax-medical,https://www.pentaxmedical.com/en,,,manual_review_needed,high,codex_medical_japan_vendors_20260702,Official SVG logo from pentaxmedical.com. Pentax is treated as an alias; public vendor is PENTAX Medical to avoid duplicates.
ТХ оборудование,Технологическое оборудование,Медицинские газы и оборудование,Medical equipment,Philips,Philips,philips,https://www.philips.com/healthcare,,,manual_review_needed,high,codex_medical_p1_vendors_20260703,"Official Philips healthcare site and official Philips SVG logo from philips.com. Mapped conservatively to medical equipment, cardiology/emergency care, visualization/diagnostics."
ТХ оборудование,Технологическое оборудование,Оборудование столовой и пищеблока,Оборудование пищеблока; Оборудование столовой,Abat,Abat,abat,https://abat.ru/,,,manual_review_needed,high,codex_p2_lift_fire_foodservice_20260703,Official site title: manufacturer of professional kitchen equipment; logo from official /img/logo.png.
ТХ оборудование,Технологическое оборудование,Спортивное оборудование,Спортивное оборудование,Romana,Romana,romana,https://romana.pro/,,,manual_review_needed,high,official_p2_tx_storage_security_sport_20260703,Official Romana Pro site title identifies outdoor sports/playground equipment from the manufacturer.
ТХ оборудование,Технологическое оборудование,Стеллажи / гардероб / хозяйственное хранение,Стеллажи; Оборудование гардероба; Хозяйственное оборудование,ПРАКТИК,ПРАКТИК,praktik,https://practic.biz/,,,manual_review_needed,high,official_p2_tx_storage_security_sport_20260703,"Official ПРАКТИК catalog contains shelving, locker/wardrobe systems and metal storage cabinets."
Теплоизоляция,Теплоизоляция,Теплоизоляция,Теплоизоляция,ROCKWOOL,ROCKWOOL,rockwool,https://rwl.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Технологическое оборудование,Комплектация,Мебель,Мебель (мягкая и офисная),Бюрократ,Бюрократ,byurokrat,https://buro.ru/,,,manual_review_needed,high,official_p0_vendor_batch_20260703,Official Buro/Byurokrat site logo; catalog hint covers office furniture.
Технологическое оборудование,Комплектация,Мебель,Мебель (мягкая и офисная),КОМПАНИЯ ДОК-17,КОМПАНИЯ ДОК-17,kompaniya-dok-17,https://www.dok17.ru/,,,manual_review_needed,high,official_p0_vendor_batch_20260703,Official company site logo; catalog hint covers office and soft furniture.
Технологическое оборудование,Комплектация,Промышленная мебель,Промышленная мебель,GEFESD,GEFESD,gefesd,https://gefesd.ru/,,,manual_review_needed,high,official_p0_vendor_batch_20260703,Official GEFESD site logo; catalog hint covers industrial furniture.
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,лаборатор оборуд,Аналитика,Аналитика,analitika,https://analytica-lab.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: лаборатор оборуд , row 13. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,"Медицина, госпиталя",БЕЛАНД,БЕЛАНД,beland,https://beland.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Медицина, госпиталя, row 53. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,"Медицина, госпиталя",ГК «МОДУЛЬ»,ГК «МОДУЛЬ»,gk-modul,https://cleanmodule.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Медицина, госпиталя, row 52. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,"Медицина, госпиталя",Компания РЕАТОРГ,Компания РЕАТОРГ,kompaniya-reatorg,https://reatorg.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Медицина, госпиталя, row 54. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,"Медицина, госпиталя",ОАО ИНТЕГРАЛ,ОАО ИНТЕГРАЛ,oao-integral,https://integralspb.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Медицина, госпиталя, row 62. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,лаборатор оборуд,"ООО ""Алкор Био""","ООО ""Алкор Био""",ooo-alkor-bio,https://alkorbio.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: лаборатор оборуд , row 23. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,"Медицина, госпиталя",ООО «ПОДОЛЬСКИЙ ЗАВОД СТЕНОВЫХ И ПОТОЛОЧНЫХ ПАНЕЛЕЙ»,ООО «ПОДОЛЬСКИЙ ЗАВОД СТЕНОВЫХ И ПОТОЛОЧНЫХ ПАНЕЛЕЙ»,ooo-podolskiy-zavod-stenovyh-i-potolochnyh-paneley,https://gipsometal.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Медицина, госпиталя, row 6. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,"Медицина, госпиталя",ООО ЭНЕРГОЛАБ,ООО ЭНЕРГОЛАБ,ooo-energolab,https://energolab.com,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Медицина, госпиталя, row 25. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,Комплексы чистых помещений,Производственное объединение АМС-МЗМО «Асептические Медицинские Системы» и «Миасский Завод Медицинского Оборудования»,Производственное объединение АМС-МЗМО «Асептические Медицинские Системы» и «Миасский Завод Медицинского Оборудования»,proizvodstvennoe-obedinenie-ams-mzmo-asepticheskie-meditsinskie-sistemy-i-miasskiy-zavod-meditsinskogo-oborudovaniya,https://laminar.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Комплексы чистых помещений , row 3. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,"Медицина, госпиталя",Центр Комплектации Оборудованием,Центр Комплектации Оборудованием,tsentr-komplektatsii-oborudovaniem,https://aec-profi.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Медицина, госпиталя, row 45. Logo source: official site."
Умное освещение / IIoT,Умное освещение / IIoT,Умное освещение / IIoT,Умное освещение / IIoT,AMBIOT,AMBIOT,ambiot,https://ambiot.io/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Световые приборы,Светотехника,Светотехника,FERON,FERON,feron,https://feron.ru/korporativnyy-stil/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Световые приборы,Светотехника,Светотехника,GAUSS,GAUSS,gauss,https://gauss.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Световые приборы,Светотехника,Светотехника,JazzWay,JazzWay,jazzway,https://www.jazz-way.com/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Трансформаторные и распределительные подстанции,"БКТП, БРП, ВРУ","БКТП, БРП, ВРУ",ЗЭТО,ЗЭТО,zeto,https://zeto.ru/,,,manual_review_needed,high,official_p0_vendor_batch_20260703,Official ZETO site logo; catalog hint covers BКTP/BRP/VRU group.
ЭОМ,Трансформаторные и распределительные подстанции,"БКТП, БРП, ВРУ","БКТП, БРП, ВРУ",ЧЭАЗ,ЧЭАЗ,cheaz,https://www.cheaz.ru/,,,manual_review_needed,high,official_p0_vendor_batch_20260703,Official CHEAZ logo from official site; catalog hint covers BКTP/BRP/VRU group.
ЭОМ,Трансформаторные и распределительные подстанции,"БКТП, БРП, ВРУ","БКТП, БРП, ВРУ",ЭЗОИС,ЭЗОИС,ezois,https://www.ezois.ru/,,,manual_review_needed,high,official_p0_vendor_batch_20260703,Official EZOIS site logo; catalog hint covers BКTP/BRP/VRU group.
ЭОМ,ЭОМ,ЭОМ,Российская строительная неделя,LC КАБЕЛЬ,LC КАБЕЛЬ,lc-kabel,https://lc-cable.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Российская строительная неделя, row 20. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Опоры освещения,АМИРА,АМИРА,amira,https://www.amira.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Опоры освещения, row 31. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,строит. инструм,АО «ЗАВОД «ФИОЛЕНТ»,АО «ЗАВОД «ФИОЛЕНТ»,ao-zavod-fiolent,https://zdphiolent.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: строит. инструм, row 33. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Электрика,Безгалогенные огнестойкие комупады,Безгалогенные огнестойкие комупады,bezgalogennye-ognestoykie-komupady,https://l-compaund.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Электрика, row 57. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Светильники,Завод светотехники ГУД ЛАЙТ,Завод светотехники ГУД ЛАЙТ,zavod-svetotehniki-gud-layt,https://goodlight.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Светильники, row 11. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Электрика,Кабельные заводы,Кабельные заводы,kabelnye-zavody,https://zvetlit.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Электрика, row 19. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Опоры освещения,НПО Экосистема,НПО Экосистема,npo-ekosistema,https://eco-systema.com,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Опоры освещения, row 37. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Опоры освещения,"ООО ""ЗАВОД УРАЛДОРСВЕТ""","ООО ""ЗАВОД УРАЛДОРСВЕТ""",ooo-zavod-uraldorsvet,https://zavod-uraldorsvet.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Опоры освещения, row 9. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Электро 2025,ООО «Научно Производственное Предприятие ЭЛМА ЭЛЕКТРОНИКС»,ООО «Научно Производственное Предприятие ЭЛМА ЭЛЕКТРОНИКС»,ooo-nauchno-proizvodstvennoe-predpriyatie-elma-elektroniks,https://elma-rus.ru/,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Электро 2025, row 26. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Изоляция,ООО«СИБПРОМ»,ООО«СИБПРОМ»,ooo-sibprom,https://termokom.com,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Изоляция , row 8. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Электрика,Оборудование для сварки. Трансформаторы,Оборудование для сварки. Трансформаторы,oborudovanie-dlya-svarki-transformatory,https://tehnosvar.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Электрика, row 58. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Российская строительная неделя,Опытно-конструкторское предприятие «ЭЛКА-КАБЕЛЬ»,Опытно-конструкторское предприятие «ЭЛКА-КАБЕЛЬ»,opytno-konstruktorskoe-predpriyatie-elka-kabel,https://www.elkacable.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Российская строительная неделя, row 8. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Электрика,Производители сип арматуры,Производители сип арматуры,proizvoditeli-sip-armatury,https://psk-si.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Электрика, row 59. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Светильники,Производственно-торговая компания «ВСЕСВЕТОДИОДЫ» на Рябиновой улице,Производственно-торговая компания «ВСЕСВЕТОДИОДЫ» на Рябиновой улице,proizvodstvenno-torgovaya-kompaniya-vsesvetodiody-na-ryabinovoy-ulitse,https://vsesvetodiody.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Светильники, row 18. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Российская строительная неделя,СегментЭнерго кабельный завод,СегментЭнерго кабельный завод,segmentenergo-kabelnyy-zavod,https://www.segmentenergo.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Российская строительная неделя, row 3. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Опоры освещения,УМЕКОН (Уральский завод металлоконструкций),УМЕКОН (Уральский завод металлоконструкций),umekon-uralskiy-zavod-metallokonstruktsiy,https://umecon.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Опоры освещения, row 33. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Российская строительная неделя,ЭЛЕКТРОТЕХМАШ КАБЕЛЬНЫЙ ЗАВОД,ЭЛЕКТРОТЕХМАШ КАБЕЛЬНЫЙ ЗАВОД,elektrotehmash-kabelnyy-zavod,https://elektrotm.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Российская строительная неделя, row 19. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,"""ParkSeason EXPO - 2026""",Электрик АРТ,Электрик АРТ,elektrik-art,https://electric-art.ru/contacts/,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: ""ParkSeason EXPO - 2026"", row 7. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Электро 2025,Электрощит,Электрощит,elektroschit,https://elektro-shield.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Электро 2025, row 25. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Кабель,Камский кабель,Камский кабель,kamskiy-kabel,https://kamkabel.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Corrected supplier-table note row to official vendor name from kamkabel.ru. Original sheet: Кабель, row 11. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Электрика,опоры освещения и дорожное ограждение,опоры освещения и дорожное ограждение,opory-osvescheniya-i-dorozhnoe-ograzhdenie,https://www.zavod-npt.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Электрика, row 49. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Кабель,"от 0,250 км, предоплата, самовывоз","от 0,250 км, предоплата, самовывоз",ot-0-250-km-predoplata-samovyvoz,https://podolskkabel.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Кабель, row 15. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Кабель,Компания «Рыбинсккабель»,Компания «Рыбинсккабель»,rybinskkabel,https://rkz.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Corrected supplier-table note row to official vendor name from rkz.ru. Original sheet: Кабель, row 8. Logo source: official site."
ЭОМ,Электрооборудование,ИБП,ИБП и защита электропитания,Ippon,Ippon,ippon,https://ippon.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Электрооборудование,ИБП,ИБП и защита электропитания,Socomec,Socomec,socomec,https://www.socomec.com/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Электрооборудование,Кабеленесущие системы,Электрика и кабеленесущие системы,DKC,DKC,dkc,https://www.dkc.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Электрооборудование,Электротехника,Электротехническое оборудование,DEKraft,DEKraft,dekraft,https://www.dek.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Электрооборудование,Электротехника,Электротехническое оборудование,EKF,EKF,ekf,https://ekfgroup.com/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Электрооборудование,Электротехника,Электротехническое оборудование,IEK,IEK,iek,https://www.iek.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Электрооборудование,Электротехника,Электротехническое оборудование,TDM Electric,TDM Electric,tdm-electric,https://tdme.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
